year,iso,mv,close,weight,weight_float
2019,BRA,1187361.69,0.492241165,0.013621914,0.009283183
2020,BRA,988374.32,0.49918509,0.009699337,0.006569246
2021,BRA,627717,0.509848223,0.006503807,0.004021685
1999,CAN,1448278.09,0.326478817,0.04220958,0.038391095
2000,CAN,770841.54,0.221445836,0.024719933,0.024660378
2001,CAN,615265.93,0.148184225,0.022756404,0.024761885
2002,CAN,888677.7,0.237628574,0.038895026,0.038370885
2003,CAN,910230.61,0.177303894,0.0291053,0.031485648
2004,CAN,1177517.94,0.172028245,0.031725369,0.03464677
2005,CAN,1482184.56,0.194628413,0.035216793,0.038068664
2006,CAN,1700708.09,0.19472052,0.032809284,0.035772857
2007,CAN,2186550.15,0.172473531,0.034920028,0.04130909
2008,CAN,1033651.81,0.148626601,0.031197848,0.037370323
2009,CAN,1677431.72,0.119705545,0.035067168,0.044753696
2010,CAN,2171194.84,0.13355466,0.039444964,0.049744964
2011,CAN,1912871.97,0.121606657,0.039967774,0.048772767
2012,CAN,2059973.58,0.126914105,0.037364187,0.044109877
2013,CAN,2113821.77,0.12676437,0.03270981,0.037630799
2014,CAN,2095420.68,0.12458843,0.031024075,0.035736185
2015,CAN,1593399.3,0.126142741,0.023957,0.027727636
2016,CAN,1993522.736,0.103281866,0.028864737,0.034134111
2017,CAN,2367059.92,0.090539619,0.028070128,0.033853862
2018,CAN,1937902.71,0.100796477,0.026418788,0.031175012
2019,CAN,2409098.54,0.096317273,0.027638195,0.033521769
2020,CAN,2641454.67,0.099011281,0.025921717,0.031584888
2021,CAN,2710806,0.096579558,0.028086796,0.0320112
1999,CHE,689615,0.248425881,0.020098598,0.020398855
2000,CHE,792315.95,0.254989914,0.025408591,0.024255282
2001,CHE,603800,0.282069385,0.022332322,0.02048098
2002,CHE,612667.14,0.187924015,0.026814789,0.028178131
2003,CHE,727102.78,0.214306503,0.023249652,0.024019874
2004,CHE,829098.07,0.224722046,0.022338039,0.022842469
2005,CHE,938697.66,0.208861646,0.022303512,0.023683573
2006,CHE,1212534.3,0.1582533,0.023391658,0.026659541
2007,CHE,1274656.7,0.152624393,0.020356747,0.024658888
2008,CHE,880334.43,0.146407196,0.026570398,0.031910304
2009,CHE,1064686.54,0.15377654,0.022257563,0.027306304
2010,CHE,1229356.54,0.164492317,0.022334212,0.027160481
2011,CHE,1089519.37,0.162308103,0.022764547,0.026492426
2012,CHE,1233438.94,0.131127647,0.022372347,0.026283964
2013,CHE,1540699.83,0.165667682,0.023841177,0.026205999
2014,CHE,1495314.2,0.18190628,0.022139106,0.023831984
2015,CHE,1519323.46,0.122466326,0.022843258,0.026549831
2016,CHE,1403355.611,0.126126206,0.020319553,0.023416819
2017,CHE,1686497.07,0.133213264,0.019999573,0.022988627
2018,CHE,1441160.47,0.129828082,0.019646865,0.022435413
2019,CHE,1834453.26,0.129056471,0.021045622,0.024601015
2020,CHE,2001602.87,0.133085281,0.019642579,0.02302879
2021,CHE,2320228,0.124522815,0.024039998,0.026551502
1999,CHL,68227.52,0.690893024,0.001988468,8.30E-04
2000,CHL,60400.77,0.651638152,0.001936978,8.65E-04
2001,CHL,56309.72,0.676782789,0.002082688,8.60E-04
2002,CHL,49827,0.659554523,0.002180793,9.61E-04
2003,CHL,86525.91,0.618651338,0.00276673,0.001387363
2004,CHL,116924.27,0.62370399,0.003150241,0.001563558
2005,CHL,136493.35,0.615492843,0.00324309,0.001673728
2006,CHL,174418.78,0.623166083,0.003364808,0.001716803
2007,CHL,212910.23,0.590963827,0.003400256,0.001988211
2008,CHL,131807.96,0.655337849,0.003978249,0.001929158
2009,CHL,230732.39,0.639832934,0.004823524,0.002518655
2010,CHL,341798.88,0.633074634,0.006209597,0.003316328
2011,CHL,270289.08,0.719794437,0.005647452,0.002198405
2012,CHL,313325.27,0.716405615,0.005683152,0.002179266
2013,CHL,265150.08,0.728277737,0.004102999,0.001468793
2014,CHL,233245.47,0.712997089,0.003453352,0.00130414
2015,CHL,190352,0.72273022,0.002861971,0.001051012
2016,CHL,212479.7938,0.661355191,0.003076551,0.001373958
2017,CHL,294675.74,0.664531737,0.003494456,0.001554573
2018,CHL,250739.56,0.695320989,0.00341825,0.001366728
2019,CHL,203791.65,0.683048077,0.002337984,9.95E-04
2020,CHL,184549.42,0.697796467,0.001811062,7.40E-04
2021,CHL,125746,0.704516011,0.001302861,4.86E-04
1999,CHN,5336,0.58428871,1.56E-04,8.73E-05
2000,CHN,13347,0.655325433,4.28E-04,1.89E-04
2001,CHN,17952,0.657732382,6.64E-04,2.90E-04
2002,CHN,19681,0.680452705,8.61E-04,3.56E-04
2003,CHN,512978.77,0.695702165,0.016402877,0.006563266
2004,CHN,447720.26,0.689131479,0.012062738,0.004946103
2005,CHN,401852.25,0.699774211,0.009548033,0.003847543
2006,CHN,1145454.87,0.629481788,0.022097593,0.011085742
2007,CHN,4478866.53,0.556933888,0.071529182,0.045304459
2008,CHN,1778784.04,0.636397543,0.053687551,0.027465186
2009,CHN,3573152.46,0.629293551,0.074697727,0.040145584
2010,CHN,4027840.3,0.599519997,0.073175384,0.042654242
2011,CHN,3412108.29,0.569843883,0.071292995,0.042604097
2012,CHN,3697376.04,0.548119411,0.0670637,0.04097647
2013,CHN,3949143.49,0.540247913,0.061110039,0.03701436
2014,CHN,6004947.67,0.487669028,0.088907182,0.059935553
2015,CHN,8188019.32,0.489430855,0.123108111,0.083249408
2016,CHN,7320738.38,0.490777228,0.105998886,0.07118265
2017,CHN,8711267.22,0.496046815,0.103303842,0.069037763
2018,CHN,6324879.76,0.470386944,0.086224997,0.059927701
2019,CHN,8515504.38,0.449226056,0.097693459,0.072217116
2020,CHN,12214465.6,0.447235663,0.11986574,0.089604808
2021,CHN,1397104,0.518533657,0.014475464,0.008792417
1999,COL,6522,0.2083,1.90E-04,2.03E-04
2000,COL,4244,0.668120519,1.36E-04,5.79E-05
2001,COL,5621,0.5682501,2.08E-04,1.15E-04
2002,COL,5485,0.524548736,2.40E-04,1.48E-04
2003,COL,8202,0.502319584,2.62E-04,1.72E-04
2004,COL,15584,0.470568329,4.20E-04,2.93E-04
2005,COL,50500.81,0.580943253,0.001199902,6.75E-04
2006,COL,56204.32,0.579661485,0.001084268,6.17E-04
2007,COL,101955.95,0.745610588,0.001628275,5.92E-04
2008,COL,87716.2,0.753950529,0.002647465,9.17E-04
2009,COL,140519.92,0.720407726,0.002937607,0.001190746
2010,COL,208501.74,0.759184449,0.003787934,0.00132771
2011,COL,201295.53,0.734819698,0.004205893,0.001549451
2012,COL,262101.26,0.780867049,0.004754042,0.001408621
2013,COL,207559,0.741479863,0.00321182,0.001093905
2014,COL,146933,0.705866425,0.002175439,8.42E-04
2015,COL,85955.45,0.735786959,0.001292353,4.52E-04
2016,COL,103818.6186,0.740676654,0.001503217,5.14E-04
2017,COL,121477.23,0.767443377,0.001440556,4.44E-04
2018,COL,103848.38,0.773074748,0.001415731,4.22E-04
2019,COL,132040.28,0.788178729,0.001514822,4.31E-04
2020,COL,106315.2,0.78282478,0.001043316,3.06E-04
2021,COL,89104,0.796046592,9.23E-04,2.38E-04
1999,CZE,12983,0.761157927,3.78E-04,1.22E-04
2000,CZE,12008,0.814815551,3.85E-04,9.14E-05
2001,CZE,10571,0.788527602,3.91E-04,1.06E-04
2002,CZE,12162,0.743038583,5.32E-04,1.77E-04
2003,CZE,16798,0.686178225,5.37E-04,2.22E-04
2004,CZE,30173,0.693092815,8.13E-04,3.29E-04
2005,CZE,37860,0.686330404,9.00E-04,3.79E-04
2006,CZE,50306,0.679779411,9.70E-04,4.21E-04
2007,CZE,76871,0.693902886,0.001227659,5.37E-04
2008,CZE,43500,0.690186265,0.001312924,5.72E-04
2009,CZE,46299,0.652410243,9.68E-04,4.88E-04
2010,CZE,44456,0.675550108,8.08E-04,3.81E-04
2011,CZE,39190,0.685859575,8.19E-04,3.57E-04
2012,CZE,38162,0.67763432,6.92E-04,3.02E-04
2013,CZE,31509,0.71993471,0.000487578,1.80E-04
2014,CZE,28557,0.707359519,4.23E-04,1.63E-04
2015,CZE,26132,0.690147454,3.93E-04,1.61E-04
2016,CZE,24267,0.64600211,3.51E-04,1.64E-04
2017,CZE,33784,0.679931408,4.01E-04,1.70E-04
2018,CZE,27577,0.644582426,3.76E-04,1.75E-04
2019,CZE,27372,0.639593087,3.14E-04,1.52E-04
2020,CZE,26613.6,0.660535662,2.61E-04,1.20E-04
2021,CZE,37288,0.640117876,3.86E-04,1.75E-04
1999,DEU,1432166.98,0.439424795,0.041740027,0.031597653
2000,DEU,1270243.17,0.395061719,0.040735125,0.031575026
2001,DEU,1071748.73,0.462227504,0.03964001,0.027231196
2002,DEU,686013.54,0.490054851,0.030024963,0.019812856
2003,DEU,1079026.24,0.413162627,0.034502666,0.026623891
2004,DEU,1194516.79,0.430118307,0.032183361,0.024191158
2005,DEU,1218588,0.425919266,0.028953723,0.022309966
2006,DEU,1637609.77,0.374253838,0.03159202,0.026766145
2007,DEU,2105197.82,0.370707838,0.0336208,0.030244717
2008,DEU,1110579.63,0.427181336,0.033519696,0.027014652
2009,DEU,1292355.31,0.350115544,0.02701704,0.025455063
2010,DEU,1429719.05,0.354933861,0.025974277,0.024387321
2011,DEU,1184500.16,0.312349112,0.024749087,0.023643164
2012,DEU,1486314.81,0.304618597,0.026959057,0.025348432
2013,DEU,1936106.26,0.327930002,0.029959795,0.02652695
2014,DEU,1738539.06,0.239738927,0.025740209,0.025749683
2015,DEU,1724485,0.224570026,0.025927893,0.026628686
2016,DEU,1737994,0.237065976,0.02516487,0.025319009
2017,DEU,2285655,0.242638143,0.027104776,0.02722258
2018,DEU,1791635,0.276558739,0.024424768,0.02318833
2019,DEU,2128388,0.280897802,0.024417765,0.023566647
2020,DEU,2338989,0.266941523,0.022953493,0.022755356
2021,DEU,2555515,0.298937685,0.026477818,0.023417939
1999,DNK,97452.59,0.347017813,0.002840223,0.002504506
2000,DNK,111818.64,0.348067955,0.003585885,0.002995452
2001,DNK,85145.5,0.345222031,0.003149216,0.002634092
2002,DNK,76749.87,0.400100744,0.003359135,0.002607636
2003,DNK,121640.96,0.433293879,0.00388956,0.002898408
2004,DNK,151349.87,0.389497571,0.004077756,0.003283592
2005,DNK,162749,0.36416634,0.003866926,0.003300129
2006,DNK,201010,0.406585875,0.003877793,0.003115679
2007,DNK,230967,0.375477836,0.00368863,0.003293078
2008,DNK,115306,0.356542695,0.003480185,0.003150679
2009,DNK,162248,0.3338044,0.003391839,0.00327595
2010,DNK,205653,0.345504328,0.00373618,0.003559188
2011,DNK,172797,0.317740056,0.003610441,0.003422067
2012,DNK,217598,0.187590627,0.003946833,0.004335578
2013,DNK,287447,0.287869949,0.004448027,0.004173119
2014,DNK,300515,0.19390068,0.004449321,0.00471932
2015,DNK,345675,0.255576812,0.005197276,0.005124312
2016,DNK,319334,0.293291905,0.004623721,0.0043092
2017,DNK,414473,0.281402248,0.004915089,0.004683789
2018,DNK,341032,0.299137828,0.004649177,0.004276066
2019,DNK,430453,0.289002782,0.004938338,0.004712485
2020,DNK,599234,0.266876739,0.005880538,0.005830292
2021,DNK,688045,0.289543001,0.007128868,0.00638952
1999,EGY,14630,0.480772066,4.26E-04,2.99E-04
2000,EGY,8846,0.585309228,2.84E-04,1.51E-04
2001,EGY,5806,0.469111652,2.15E-04,1.46E-04
2002,EGY,5859,0.471018668,2.56E-04,1.76E-04
2003,EGY,8120,0.585192897,2.60E-04,1.42E-04
2004,EGY,18678,0.614507915,5.03E-04,2.56E-04
2005,EGY,54447,0.694666093,0.001293664,5.30E-04
2006,EGY,93496.4,0.715728914,0.00180369,6.94E-04
2007,EGY,139273.79,0.755537222,0.002224255,7.77E-04
2008,EGY,85978.07,0.678613878,0.002595004,0.001173403
2009,EGY,91207.34,0.723926024,0.001906714,7.63E-04
2010,EGY,84276.83,0.746731641,0.001531091,5.64E-04
2011,EGY,48849.67,0.753446759,0.001020671,3.50E-04
2012,EGY,59181.97,0.739735057,0.001073454,3.78E-04
2013,EGY,61629.65,0.69956649,9.54E-04,3.77E-04
2014,EGY,70083.65,0.654986836,0.001037634,4.71E-04
2015,EGY,55191.87,0.616503785,8.30E-04,4.21E-04
2016,EGY,33323.01078,0.586975127,4.82E-04,2.63E-04
2017,EGY,46546.1,0.58375482,5.52E-04,3.05E-04
2018,EGY,42988,0.615421205,5.86E-04,2.96E-04
2019,EGY,44199.85,0.57680095,5.07E-04,2.88E-04
2020,EGY,41351.18,0.601356689,4.06E-04,2.19E-04
2021,EGY,38298,0.622439651,3.97E-04,1.89E-04
1999,ESP,430900.07,0.334819465,0.012558438,0.01128089
2000,ESP,504219.32,0.378652397,0.016169689,0.012873596
2001,ESP,468203.19,0.376749487,0.017317099,0.013787076
2002,ESP,461559.38,0.424391271,0.020201209,0.01504686
2003,ESP,726243.37,0.49888155,0.023222171,0.015301864
2004,ESP,940672.88,0.347515726,0.025344152,0.021811642
2005,ESP,959910.39,0.371198421,0.022807528,0.01924923
2006,ESP,1322915.3,0.325632291,0.025521078,0.023302688
2007,ESP,1799833.98,0.37034885,0.028744025,0.025872401
2008,ESP,948352.29,0.345995456,0.028623324,0.026338011
2009,ESP,1434540.47,0.325043951,0.02998946,0.029345694
2010,ESP,1171624.98,0.346430478,0.021285379,0.020248347
2011,ESP,1030987.55,0.357078883,0.021541576,0.019240376
2012,ESP,995088.45,0.339677786,0.018049101,0.016115167
2013,ESP,1116561.03,0.26274719,0.017277946,0.016781954
2014,ESP,992913.61,0.297381942,0.014700736,0.013591126
2015,ESP,787192.29,0.322255414,0.011835555,0.01062416
2016,ESP,704551.3266,0.321928572,0.010201383,0.009122199
2017,ESP,888837.58,0.304992851,0.010540411,0.009714643
2018,ESP,723690.97,0.321661502,0.00986584,0.008782462
2019,ESP,797285.84,0.333019851,0.0091468,0.008188104
2020,ESP,759174.66,0.3411125,0.007450103,0.006638498
